1_r1_smiles,1_r2_smiles,1_reaction,2_r1_smiles,2_r2_smiles,2_reaction,compound_set,date,error_message,error_type,hit1,hit2,inchi_key,input_num,num_placed,num_successful,route_uuid,smiles,template,time,to_hippo,total_num_products_enumstereo,total_num_unique_products
Cc1cc2c(cc1N)OCO2,CSCCC(N)c1nnc2ccccn12,Formation_of_urea_from_two_amines,,,,x1140_0A-x1594_0A_58-P,20240925,,,D68EV3CPROA-x1140_0A,D68EV3CPROA-x1594_0A,QASSOYKYMDASPE-UHFFFAOYSA-N,27,414.0,108.0,3gjL9k,CSCCC(NC(=O)Nc1cc2c(cc1C)OCO2)c1nnc2ccccn12,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,1932,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/QASSOYKYMDASPE-UHFFFAOYSA-N/QASSOYKYMDASPE-UHFFFAOYSA-N_3gjL9k_to_hippo.pkl.gz,414.0,94.0
O=C(O)c1nnc2c(F)cccn12,Nc1cnc2c(c1)OCO2,Amidation,,,,x1594_0A-x2021_0A_314-I,20240926,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x2021_0A,TZZXVFHVDFUGBF-UHFFFAOYSA-N,573,1.0,0.0,QDmjnF,O=C(Nc1cnc2c(c1)OCO2)c1nnc2c(F)cccn12,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0002,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/TZZXVFHVDFUGBF-UHFFFAOYSA-N/TZZXVFHVDFUGBF-UHFFFAOYSA-N_QDmjnF_to_hippo.pkl.gz,1.0,1.0
c1cc2c(cc1C1CCCN1)OCO2,CC(=O)c1ccc(F)nc1,N-nucleophilic_aromatic_substitution,,,,x1498_0A-x1919_0A_200-P,20240925,,,D68EV3CPROA-x1498_0A,D68EV3CPROA-x1919_0A,LBZCJXMRDJQBDV-UHFFFAOYSA-N,53,168.0,0.0,UEQFV6,CC(=O)c1ccc(N2CCCC2c2ccc3c(c2)OCO3)nc1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1498_0A_apo-desolv.pdb,1843,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/LBZCJXMRDJQBDV-UHFFFAOYSA-N/LBZCJXMRDJQBDV-UHFFFAOYSA-N_UEQFV6_to_hippo.pkl.gz,168.0,84.0
,,,,,,x1594_0A-x1140_0A_38-P,20240925,No attachment points found for reaction N-Bn_deprotection,ReactionError,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1140_0A,QOOOLWAFJKDASP-UHFFFAOYSA-N,119,,,,Cc1nnc2ccc(S(=O)(=O)Nc3ccc4c(c3)OCO4)cn12,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,1904,,,
,,,,,,x1083_0A-x1071_0A_93-P,20240925,Scaffold could not be minimised.,ScaffoldPlacementError,D68EV3CPROA-x1083_0A,D68EV3CPROA-x1071_0A,ZIQAWEDGSXKFBS-UHFFFAOYSA-N,382,,,,CC(C)C(O)C(=O)NC1CCN(CC(=O)N2CCCCC2)CC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1071_0A_apo-desolv.pdb,2120,,,
O=C(Cl)Cc1ccc2c(c1)OCO2,C=CC(N)C(=O)OC,Amide_Schotten-Baumann_with_amine,,,,x1140_0A-x1071_0A_494-I,20240926,,,D68EV3CPROA-x1140_0A,D68EV3CPROA-x1071_0A,FPSSTLODWOTLCO-UHFFFAOYSA-N,603,48.0,26.0,W7A3S5,C=CC(NC(=O)Cc1ccc2c(c1)OCO2)C(=O)OC,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1140_0A_apo-desolv.pdb,0123,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/FPSSTLODWOTLCO-UHFFFAOYSA-N/FPSSTLODWOTLCO-UHFFFAOYSA-N_W7A3S5_to_hippo.pkl.gz,48.0,19.0
c1cc2c(cc1C[C:1](=[O:2])[OH:3])OCO2,C=CC(N)C(=O)OC,Amidation,,,,x1140_0A-x1071_0A_494-I,20240926,,,D68EV3CPROA-x1140_0A,D68EV3CPROA-x1071_0A,FPSSTLODWOTLCO-UHFFFAOYSA-N,603,1674.0,733.0,YZer4b,C=CC(NC(=O)Cc1ccc2c(c1)OCO2)C(=O)OC,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1140_0A_apo-desolv.pdb,0123,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/FPSSTLODWOTLCO-UHFFFAOYSA-N/FPSSTLODWOTLCO-UHFFFAOYSA-N_YZer4b_to_hippo.pkl.gz,1674.0,505.0
CC(=O)c1cccc(N(CC(=O)O)S(C)(=O)=O)c1,C1CCCNCC1,Amidation,,,,x1071_0A-x1083_0A_472-I,20240926,,,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1083_0A,SDTOFBHAIHZBPD-UHFFFAOYSA-N,584,2166.0,48.0,Axuohj,CC(=O)c1cccc(N(CC(=O)N2CCCCCC2)S(C)(=O)=O)c1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,0323,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/SDTOFBHAIHZBPD-UHFFFAOYSA-N/SDTOFBHAIHZBPD-UHFFFAOYSA-N_Axuohj_to_hippo.pkl.gz,2166.0,508.0
,,,,,,x1071_0A-x1083_0A_257-P,20240925,No routes found for S=P(C1=COCC1)(N1CCCCC1)N1CCCCC1.,NoSynthesisRoute,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1083_0A,KZFXRVOQHSCCNX-UHFFFAOYSA-N,150,,,,S=P(C1=COCC1)(N1CCCCC1)N1CCCCC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1071_0A_apo-desolv.pdb,1921,,,
NC(c1ccc2c(c1)OCCO2)C1CC1,Clc1nccn2cnnc12,N-nucleophilic_aromatic_substitution,,,,x0147_0A-x1140_0A_195-I,20240930,,,D68EV3CPROA-x0147_0A,D68EV3CPROA-x1140_0A,FWNSOUQWFLXWNS-UHFFFAOYSA-N,508,104.0,4.0,dVM2EP,c1cn2cnnc2c(NC(c2ccc3c(c2)OCCO3)C2CC2)n1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x0147_0A_apo-desolv.pdb,0044,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/FWNSOUQWFLXWNS-UHFFFAOYSA-N/FWNSOUQWFLXWNS-UHFFFAOYSA-N_dVM2EP_to_hippo.pkl.gz,104.0,52.0
O=C(O)c1ccc2c(c1)OCO2,Cc1ccn2cnnc2c1N,Amidation,,,,x1594_0A-x2021_0A_159-P,20240925,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x2021_0A,QNZDCGMJOMPWAM-UHFFFAOYSA-N,115,30.0,1.0,WvieBX,Cc1ccn2cnnc2c1NC(=O)c1ccc2c(c1)OCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,1906,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/QNZDCGMJOMPWAM-UHFFFAOYSA-N/QNZDCGMJOMPWAM-UHFFFAOYSA-N_WvieBX_to_hippo.pkl.gz,30.0,30.0
NCc1ccccc1CCC(=O)O,NC1CC2(CCCCC2)C1,Amidation,,,,x1020_0A-x0130_0A_330-I,20240929,,,D68EV3CPROA-x1020_0A,D68EV3CPROA-x0130_0A,XCGJXQYSAJHENR-UHFFFAOYSA-N,649,3158.0,0.0,9x2j9F,NCc1ccccc1CCC(=O)NC1CC2(CCCCC2)C1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x0130_0A_apo-desolv.pdb,0438,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/XCGJXQYSAJHENR-UHFFFAOYSA-N/XCGJXQYSAJHENR-UHFFFAOYSA-N_9x2j9F_to_hippo.pkl.gz,3158.0,1212.0
Sc1nnc2ccccn12,BrCc1cc2c(cc1Br)OCO2,Nucleophilic_substitution_with_thiol,,,,x1140_0A-x1594_0A_36-P,20240929,,,D68EV3CPROA-x1140_0A,D68EV3CPROA-x1594_0A,PIPHTDPJELKUKA-UHFFFAOYSA-N,376,26.0,0.0,sJRoT8,Brc1cc2c(cc1CSc1nnc3ccccn13)OCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0530,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/PIPHTDPJELKUKA-UHFFFAOYSA-N/PIPHTDPJELKUKA-UHFFFAOYSA-N_sJRoT8_to_hippo.pkl.gz,26.0,26.0
Nc1ccc2c(n1)OCCO2,Cc1ccc2nnc(C(=O)O)n2c1,Amidation,,,,x1594_0A-x1919_0A_487-I,20240929,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1919_0A,OYQODJQXJUPFEA-UHFFFAOYSA-N,571,1.0,0.0,254Uo6,Cc1ccc2nnc(C(=O)Nc3ccc4c(n3)OCCO4)n2c1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0715,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/OYQODJQXJUPFEA-UHFFFAOYSA-N/OYQODJQXJUPFEA-UHFFFAOYSA-N_254Uo6_to_hippo.pkl.gz,1.0,1.0
O=S(=O)(Cl)CC1(C(F)F)CCCC1,NCC(=O)N1CCCC1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,x1071_0A-x1083_0A_431-I,20240929,ChemicalParserException: initMatchers() must be called before runReactants(),ValueError,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1083_0A,DESCSJZYZOFRPO-UHFFFAOYSA-N,676,,,vQoMpC,O=C(CNS(=O)(=O)CC1(C(F)F)CCCC1)N1CCCC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,0110,,,
O=S(=O)(Cl)c1ccc2c(c1)OCO2,Nc1nnc2ccc(Cl)cn12,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,x1594_0A-x1919_0A_137-P,20240925,ChemicalParserException: initMatchers() must be called before runReactants(),ValueError,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1919_0A,SQKFRSQZGBZBNY-UHFFFAOYSA-N,151,,,J9KyTg,O=S(=O)(Nc1nnc2ccc(Cl)cn12)c1ccc2c(c1)OCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,1922,,,
O=C(O)c1cc2c(cc1Cl)OCO2,CCNc1cccnc1,Amidation,,,,x1140_0A-x2099_0A_235-P,20240927,,,D68EV3CPROA-x1140_0A,D68EV3CPROA-x2099_0A,SFAYRCUAGVMCAX-UHFFFAOYSA-N,183,653.0,207.0,yra886,CCN(C(=O)c1cc2c(cc1Cl)OCO2)c1cccnc1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x2099_0A_apo-desolv.pdb,0141,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/SFAYRCUAGVMCAX-UHFFFAOYSA-N/SFAYRCUAGVMCAX-UHFFFAOYSA-N_yra886_to_hippo.pkl.gz,653.0,534.0
O=Cc1cccc2[nH]ccc12,NCC1COC2CNCC12,Reductive_amination,NCC1COC2CN(Cc3cccc4[nH]ccc34)CC12,CCS(=O)(=O)F,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),x1140_0A-x0130_0A_105-P,20240927,ChemicalParserException: initMatchers() must be called before runReactants(),ValueError,D68EV3CPROA-x1140_0A,D68EV3CPROA-x0130_0A,CQWGVABALWVFPG-UHFFFAOYSA-N,286,,,beS4u4,CCS(=O)(=O)NCC1COC2CN(Cc3cccc4[nH]ccc34)CC12,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x0130_0A_apo-desolv.pdb,0559,,,
O=Cc1cccc2[nH]ccc12,NCC1COC2CNCC12,Reductive_amination,C.O[CH:1]=[O:2],NCC1COC2CN(Cc3cccc4[nH]ccc34)CC12,Amidation,x1140_0A-x0130_0A_105-P,20240927,Scaffold was not found in the scaffold names of the HIPPO output at /opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/CQWGVABALWVFPG-UHFFFAOYSA-N/CQWGVABALWVFPG-UHFFFAOYSA-N_qHM3hm_to_hippo.pkl.gz.Most likely due to an incorrectly written SMIRKS.,NoScaffold,D68EV3CPROA-x1140_0A,D68EV3CPROA-x0130_0A,CQWGVABALWVFPG-UHFFFAOYSA-N,286,10000.0,0.0,qHM3hm,CCS(=O)(=O)NCC1COC2CN(Cc3cccc4[nH]ccc34)CC12,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x0130_0A_apo-desolv.pdb,0559,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/CQWGVABALWVFPG-UHFFFAOYSA-N/CQWGVABALWVFPG-UHFFFAOYSA-N_qHM3hm_to_hippo.pkl.gz,250248.0,13808.0
O=C(O)CCc1ccc2c(c1)OCO2,Nc1ccc(N2CCCC2)nc1,Amidation,,,,x1498_0A-x1919_0A_202-P,20240929,,,D68EV3CPROA-x1498_0A,D68EV3CPROA-x1919_0A,JPDKTNIRRPWDLT-UHFFFAOYSA-N,297,1442.0,141.0,mUHwvW,O=C(CCc1ccc2c(c1)OCO2)Nc1ccc(N2CCCC2)nc1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1498_0A_apo-desolv.pdb,0908,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/JPDKTNIRRPWDLT-UHFFFAOYSA-N/JPDKTNIRRPWDLT-UHFFFAOYSA-N_mUHwvW_to_hippo.pkl.gz,1442.0,511.0
O=C(Cl)CCN1CCCCC1,COCC(=O)NCC1CCCNC1,Amide_Schotten-Baumann_with_amine,,,,x1083_0A-x1071_0A_496-P,20240927,,,D68EV3CPROA-x1083_0A,D68EV3CPROA-x1071_0A,ADCNPSPXKFMRSY-UHFFFAOYSA-N,413,16.0,0.0,f226Wo,COCC(=O)NCC1CCCN(C(=O)CCN2CCCCC2)C1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1071_0A_apo-desolv.pdb,0551,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/ADCNPSPXKFMRSY-UHFFFAOYSA-N/ADCNPSPXKFMRSY-UHFFFAOYSA-N_f226Wo_to_hippo.pkl.gz,16.0,6.0
C1CCN(CC[C:1](=[O:2])[OH:3])CC1,COCC(=O)NCC1CCCNC1,Amidation,,,,x1083_0A-x1071_0A_496-P,20240927,,,D68EV3CPROA-x1083_0A,D68EV3CPROA-x1071_0A,ADCNPSPXKFMRSY-UHFFFAOYSA-N,413,1338.0,14.0,CyV2Q6,COCC(=O)NCC1CCCN(C(=O)CCN2CCCCC2)C1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1071_0A_apo-desolv.pdb,0551,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/ADCNPSPXKFMRSY-UHFFFAOYSA-N/ADCNPSPXKFMRSY-UHFFFAOYSA-N_CyV2Q6_to_hippo.pkl.gz,1338.0,203.0
O=C(O)c1nnc2ccc(Br)cn12,Nc1cnc2c(c1)OCO2,Amidation,,,,x1594_0A-x2021_0A_315-I,20240930,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x2021_0A,WLNZWJDSBDJAEI-UHFFFAOYSA-N,567,1.0,0.0,pz5zGw,O=C(Nc1cnc2c(c1)OCO2)c1nnc2ccc(Br)cn12,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0127,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/WLNZWJDSBDJAEI-UHFFFAOYSA-N/WLNZWJDSBDJAEI-UHFFFAOYSA-N_pz5zGw_to_hippo.pkl.gz,1.0,1.0
O=C(O)Cc1ccc2c(c1)OCO2,NC1CCN(c2nccn3cnnc23)C1,Amidation,,,,x0147_0A-x1919_0A_19-P,20240927,,,D68EV3CPROA-x0147_0A,D68EV3CPROA-x1919_0A,ICLQJZFZXNUAAQ-UHFFFAOYSA-N,386,514.0,348.0,ZhvEuS,O=C(Cc1ccc2c(c1)OCO2)NC1CCN(c2nccn3cnnc23)C1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x0147_0A_apo-desolv.pdb,1018,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/ICLQJZFZXNUAAQ-UHFFFAOYSA-N/ICLQJZFZXNUAAQ-UHFFFAOYSA-N_ZhvEuS_to_hippo.pkl.gz,514.0,189.0
,,,,,,x1594_0A-x1919_0A_441-I,20240925,No attachment points found for reaction N-Bn_deprotection,ReactionError,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1919_0A,KMYLZQYUWWSSOJ-UHFFFAOYSA-N,650,,,,Cc1nnc2ccc(S(=O)(=O)Nc3ccc4c(c3)OCCO4)cn12,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,2330,,,
CC(N)CCc1nc(-c2ccc(Br)cc2)no1,CC(N)=O,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,,x1020_0A-x0130_0A_88-1-R,20240926,,,D68EV3CPROA-x1020_0A,D68EV3CPROA-x0130_0A,FSEGSTIUCTVYNY-UHFFFAOYSA-N,719,742.0,0.0,M2oRt5,CC(=O)Nc1ccc(-c2noc(CCC(C)N)n2)cc1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x0130_0A_apo-desolv.pdb,0045,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/FSEGSTIUCTVYNY-UHFFFAOYSA-N/FSEGSTIUCTVYNY-UHFFFAOYSA-N_M2oRt5_to_hippo.pkl.gz,742.0,263.0
O=S(=O)(F)CC1CCCC2(CCC2)O1,NCC(=O)C1CCC1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,x1071_0A-x1083_0A_482-I,20240929,ChemicalParserException: initMatchers() must be called before runReactants(),ValueError,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1083_0A,XRSFYZMNAYEOFY-UHFFFAOYSA-N,561,,,z5guKF,O=C(CNS(=O)(=O)CC1CCCC2(CCC2)O1)C1CCC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,0719,,,
NCC1CCCN(C(=O)C2=CCCC2)C1,CS(=O)(=O)CCC(=O)O,Amidation,,,,x1083_0A-x2021_0A_437-I,20240926,,,D68EV3CPROA-x1083_0A,D68EV3CPROA-x2021_0A,HUVFRAPLMCIKJI-UHFFFAOYSA-N,671,558.0,111.0,nfgEu5,CS(=O)(=O)CCC(=O)NCC1CCCN(C(=O)C2=CCCC2)C1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,0228,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/HUVFRAPLMCIKJI-UHFFFAOYSA-N/HUVFRAPLMCIKJI-UHFFFAOYSA-N_nfgEu5_to_hippo.pkl.gz,558.0,120.0
O=S(=O)(Cl)Cc1cc(C2CC2)no1,NCC(=O)N1CCCCC1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,x1071_0A-x1083_0A_94-P,20240929,ChemicalParserException: initMatchers() must be called before runReactants(),ValueError,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1083_0A,YKVGNYZXVIYCSI-UHFFFAOYSA-N,240,,,LSxWXp,O=C(CNS(=O)(=O)Cc1cc(C2CC2)no1)N1CCCCC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,0530,,,
O=C(O)c1ccc2c(c1)OCCO2,Nc1ccc2nncn2c1,Amidation,,,,x1594_0A-x2021_0A_292-I,20240927,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x2021_0A,OUOFDOPWOOYMMD-UHFFFAOYSA-N,608,474.0,0.0,85VQfN,O=C(Nc1ccc2nncn2c1)c1ccc2c(c1)OCCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0101,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/OUOFDOPWOOYMMD-UHFFFAOYSA-N/OUOFDOPWOOYMMD-UHFFFAOYSA-N_85VQfN_to_hippo.pkl.gz,474.0,454.0
O=S(=O)(Cl)CCCCCl,CCCC(N)c1nnc2ccccn12,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,x1594_0A-x1140_0A_97-I,20240929,ChemicalParserException: initMatchers() must be called before runReactants(),ValueError,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1140_0A,ZMRNUBBXXHPBDC-UHFFFAOYSA-N,617,,,RkofKg,CCCC(NS(=O)(=O)CCCCCl)c1nnc2ccccn12,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1140_0A_apo-desolv.pdb,0008,,,
,,,,,,x1140_0A-x2099_0A_482-P,20240925,No routes found for c1cncc(-c2cn3c(COc4ccc5c(c4)OCO5)nnc3s2)c1.,NoSynthesisRoute,D68EV3CPROA-x1140_0A,D68EV3CPROA-x2099_0A,MHFXBYHETRZHOV-UHFFFAOYSA-N,202,,,,c1cncc(-c2cn3c(COc4ccc5c(c4)OCO5)nnc3s2)c1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x2099_0A_apo-desolv.pdb,1946,,,
O=C(O)c1ccc2nnc(C(F)F)n2c1,Nc1ccon1,Amidation,,,,x1594_0A-x1052_1A_119-P,20240926,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1052_1A,JQYVVWVMESUIPA-UHFFFAOYSA-N,312,274.0,0.0,eUigme,O=C(Nc1ccon1)c1ccc2nnc(C(F)F)n2c1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1052_1A_apo-desolv.pdb,0120,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/JQYVVWVMESUIPA-UHFFFAOYSA-N/JQYVVWVMESUIPA-UHFFFAOYSA-N_eUigme_to_hippo.pkl.gz,274.0,259.0
O=C(O)c1cc(Br)cc2c1OCO2,CC(N)Cc1ccno1,Amidation,,,,x1140_0A-x1052_1A_456-P,20240927,,,D68EV3CPROA-x1140_0A,D68EV3CPROA-x1052_1A,WCRDTIPLWOSBLS-UHFFFAOYSA-N,391,18.0,0.0,keXNgg,CC(Cc1ccno1)NC(=O)c1cc(Br)cc2c1OCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1052_1A_apo-desolv.pdb,0953,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/WCRDTIPLWOSBLS-UHFFFAOYSA-N/WCRDTIPLWOSBLS-UHFFFAOYSA-N_keXNgg_to_hippo.pkl.gz,18.0,6.0
O=C(O)c1ccc2c(c1)OCO2,Cc1ccc2nnc(CN)n2c1,Amidation,,,,x1594_0A-x1140_0A_64-P,20240925,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1140_0A,XIOAEYWKPXSUTI-UHFFFAOYSA-N,49,180.0,0.0,MuYUnu,Cc1ccc2nnc(CNC(=O)c3ccc4c(c3)OCO4)n2c1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,1834,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/XIOAEYWKPXSUTI-UHFFFAOYSA-N/XIOAEYWKPXSUTI-UHFFFAOYSA-N_MuYUnu_to_hippo.pkl.gz,180.0,150.0
NCC1CCCN1C(=O)c1ccc2nncn2c1,COCC(C)C(=O)O,Amidation,,,,x1594_0A-x1919_0A_195-I,20240926,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1919_0A,GJOQXSDNHRWFCJ-UHFFFAOYSA-N,532,3554.0,146.0,4zWjmp,COCC(C)C(=O)NCC1CCCN1C(=O)c1ccc2nncn2c1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1919_0A_apo-desolv.pdb,0256,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/GJOQXSDNHRWFCJ-UHFFFAOYSA-N/GJOQXSDNHRWFCJ-UHFFFAOYSA-N_4zWjmp_to_hippo.pkl.gz,3554.0,539.0
NCc1cc(N)cc(F)c1,CCOC(=O)C(C)(F)F,Ester_amidation,,,,x1020_0A-x0130_0A_441-15-R,20240926,,,D68EV3CPROA-x1020_0A,D68EV3CPROA-x0130_0A,QECNJUHEXFNAJF-UHFFFAOYSA-N,708,10000.0,0.0,CHGTJK,CC(F)(F)C(=O)Nc1cc(F)cc(CN)c1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x0130_0A_apo-desolv.pdb,0204,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/QECNJUHEXFNAJF-UHFFFAOYSA-N/QECNJUHEXFNAJF-UHFFFAOYSA-N_CHGTJK_to_hippo.pkl.gz,22396.0,11093.0
